Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes,Category
prerank,GO_Biological_Process_2025__Negative Regulation of Lipid Metabolic Process (GO:0045833),-0.7903132250580046,-2.5586703184533994,0.0,0.0063072932609431,0.006,8/8,21.18%,CEACAM1;APOA2;APOC1;APOD;APOE;CCDC3;APOC2;APOC3,GO_Biological_Process_2025
prerank,GO_Biological_Process_2025__Gas Transport (GO:0015669),-0.7986805250378628,-2.3047236567700566,0.0,0.030485250761225,0.049,5/6,2.86%,HBG2;MB;CA2;HBD;HBB,GO_Biological_Process_2025
prerank,GO_Biological_Process_2025__Fatty Acid Beta-Oxidation (GO:0006635),0.6706115938675775,2.1668215496822505,0.0,0.0079561274429468,0.008,15/22,22.63%,ECHDC2;IVD;HSD17B4;HSD17B10;ETFA;HADHA;ACADVL;ETFDH;ETFB;ACOX1;HADH;DECR1;HADHB;ECHS1;ACADM,GO_Biological_Process_2025
prerank,GO_Biological_Process_2025__Negative Regulation of Cholesterol Transport (GO:0032375),-0.7898550724637681,-2.1436119455679234,0.0,0.083046027935751,0.191,6/6,21.18%,ADIPOQ;APOA2;APOC1;APOE;APOC2;APOC3,GO_Biological_Process_2025
prerank,GO_Biological_Process_2025__protein-DNA Complex Assembly (GO:0065004),0.7245047477777129,2.047850775246541,0.0,0.0116358363853098,0.094,7/12,10.56%,NAP1L1;NAP1L4;MACROH2A1;CHRAC1;NASP;HMGB2;RBBP4,GO_Biological_Process_2025
prerank,GO_Biological_Process_2025__Nucleosome Assembly (GO:0006334),0.7353218843158996,2.0367322824568896,0.0,0.0128382965556642,0.117,7/11,10.56%,NAP1L1;NAP1L4;MACROH2A1;CHRAC1;NASP;HMGB2;RBBP4,GO_Biological_Process_2025
prerank,GO_Biological_Process_2025__Positive Regulation of Plasminogen Activation (GO:0010756),-0.7754274123442481,-1.9999001802286736,0.0104166666666666,0.1913212289152744,0.457,5/5,22.60%,CLEC3B;F12;MELTF;ENO1;HPN,GO_Biological_Process_2025
prerank,GO_Biological_Process_2025__Cholesterol Efflux (GO:0033344),-0.4928841126924194,-1.9934952758182976,0.0,0.1591540332844646,0.473,13/13,50.93%,APOA4;NPC2;APOA2;APOA1;APOC1;SCARB1;APOE;APOM;APOC2;APOC3;STX12;TSKU;APOA5,GO_Biological_Process_2025
prerank,GO_Biological_Process_2025__Protein Modification by Small Protein Removal (GO:0070646),0.6088185008225315,1.9769330250098365,0.0,0.032513020800504,0.301,18/23,26.88%,USP5;COPS4;COPS5;USP15;COPS8;PSMD14;COPS7A;USP47;COPS7B;UCHL3;COPS2;TOR1A;GPS1;OTUB1;HINT1;USP7;BRCC3;COPS3,GO_Biological_Process_2025
prerank,GO_Biological_Process_2025__Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process (GO:0043161),0.5126285646593818,1.9544974298284337,0.0,0.0411303374059485,0.387,46/73,27.95%,DDB1;PSMC2;PSMD2;PSMD11;PSMC1;PSMC6;PSMD13;PSMC3;PSMC5;PSMD1;FBXO7;SKP1;PSMD14;UBE2A;PSMD7;VCP;PSMC4;PSMD6;NSFL1C;PCBP2;HUWE1;PSMB3;PSMD8;RAD23B;PROC;PSMD4;PSMB10;PSMB9;FAF1;UBR4;PSMA7;PSMB7;TRIM2;PSMD12;HECTD3;PSMA2;PSMA5;PSMB1;RAD23A;PSMA1;PSMA3;ARRB1;PSMB2;PSMB8;PSMA6;PSMA4,GO_Biological_Process_2025
prerank,GO_Biological_Process_2025__Carbon Dioxide Transport (GO:0015670),-0.7466139195247221,-1.9417173749862733,0.0,0.1888683926471299,0.6,4/5,2.86%,HBG2;CA2;HBD;HBB,GO_Biological_Process_2025
prerank,GO_Biological_Process_2025__Regulation of Myeloid Cell Differentiation (GO:0045637),0.7886343867787763,1.9354783944577811,0.0,0.0516485273171301,0.481,7/7,21.30%,HSPA9;EIF6;PAF1;LYN;LEO1;PURB;PRMT1,GO_Biological_Process_2025
