Gene_set	Term	P-value	Adjusted P-value	Old P-value	Old adjusted P-value	Odds Ratio	Combined Score	Genes
DGIdb_Drug_Targets_2024	CARFILZOMIB	1.066174e-08	5.533442e-06	0	0	2.776591e+01	5.096878e+02	PSMD10;PSMD12;PSMD11;PSMD14;PSMD13;PSMA7;PSMB10;PSMD8;PSMB6;PSMD9;PSMB7;PSMD6;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PSMD5;PSMB3;PSMD2;PSMD3;PSMB1;PSMD1;PSMF1;ADRM1;PSMB8;PSMB9;PSMA5;PSMA6;PSMA3;PSMC5;PSMA4;PSMC6;PSMA1;PSMC3;PSMA2;PSMC4;PSMC1;PSME4;PSMC2;PSME1;PSME2
DGIdb_Drug_Targets_2024	METFORMIN HYDROCHLORIDE	1.012869e-07	2.628395e-05	0	0	1.013923e+01	1.632954e+02	NDUFB9;MT-ND4;NDUFA13;NDUFB8;MT-ND5;NDUFB7;NDUFA11;NDUFB10;NDUFB6;NDUFA12;NDUFB5;NDUFB11;NDUFB4;NDUFA10;NDUFB3;NDUFB1;MT-ND2;MT-ND1;NDUFV3;NDUFV2;NDUFV1;NDUFA9;NDUFA8;NDUFA7;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA2;NDUFA1;NDUFC2;PRKAB1;MTOR;NDUFS8;NDUFS7;NDUFS6;NDUFS5;GPD2;NDUFAF4;NDUFS4;NDUFAB1;NDUFS3;NDUFAF2;NDUFS2;NDUFAF3;NDUFS1
DGIdb_Drug_Targets_2024	BORTEZOMIB	1.089924e-04	1.885569e-02	0	0	3.300825e+00	3.011750e+01	PSMD8;PSMD9;PSMD6;PSMD7;PSMD4;PSMD5;PSMD2;PSMD3;PSMD1;CAPN1;PRSS3;PRSS2;CTSB;F2;PSMA5;PSMA6;PSMA3;PSMA4;PSMA1;PSMA2;PSME4;PSME1;PSME2;PSMD10;PSMD12;PSMD11;PSMD14;PSMD13;PSMA7;PSMB10;PSMB6;PSMB7;PSMB4;PSMB5;PSMB2;PSMB3;PSMB1;PSMF1;HSPA4;ADRM1;PSMB8;NFKB1;PSMB9;PSMC5;PSMC6;PSMC3;PSMC4;PSMC1;PSMC2;FGFR3
DGIdb_Drug_Targets_2024	PF 562271	4.970636e-04	6.449401e-02	0	0	2.592818e+00	1.972303e+01	RET;GSK3B;GSK3A;FLT4;IGF1R;RPS6KA3;SLK;TBK1;PRKACA;JAK2;JAK3;PDGFRB;MAP4K2;MAP2K2;PDPK1;PRKCD;MINK1;IRAK4;TYK2;BTK;PRKD2;PRKCQ;CSNK1G1;CAMK2D;PRKAA1;ROCK1;SRC;ROCK2;STK3;PAK1;IRAK1;GRK5;MAPK1;PTK2B;FYN;MAP4K5;MARK3;CAMK2G;MARK2;PAK4;MAP4K4;LYN;NTRK2;YES1;TNK2;CDC42BPA;PTK2;CDK5;RPS6KB1;AXL;TAOK1;PKN2;FGFR3;FRK;FGFR1
DGIdb_Drug_Targets_2024	DOVITINIB	1.038537e-03	1.078001e-01	0	0	2.833749e+00	1.946770e+01	RET;CSF1R;CAMK2D;PRKAA1;ROCK2;SRC;FLT4;STK3;RPS6KA3;SLK;IRAK1;PHKG2;FYN;JAK2;MAP4K5;MARK3;CAMK2G;MARK2;PAK4;MAP4K4;ACVR1;PDGFRB;LYN;PDGFRA;MAP4K2;NTRK2;MAP2K1;MAP2K2;YES1;PDPK1;PRKCD;MINK1;LIMK1;TYK2;RPS6KB1;AXL;BTK;PRKD2;PKN2;FGFR4;FGFR3;FGFR2;FGFR1
DGIdb_Drug_Targets_2024	ILORASERTIB	2.974833e-03	2.573231e-01	0	0	2.183465e+00	1.270245e+01	RET;FLT4;IGF1R;RPS6KA3;SLK;JAK2;PDGFRB;ACVR1;PDGFRA;MAP4K2;MAP2K1;MAP2K2;SYK;PDPK1;PRKCD;MINK1;IRAK4;TYK2;FGR;BTK;PRKD2;CSNK1G1;CSF1R;PRKAA1;CAMK2D;ROCK1;SRC;ROCK2;STK3;PAK1;IRAK1;PTK2B;FYN;MARK3;CAMK2G;MARK2;MAP4K4;LYN;NTRK2;YES1;TNK2;LIMK1;MAPK14;PTK2;FER;RPS6KB1;AXL;TAOK1;PKN2;CAMK1;FGFR3;FRK;FGFR1
DGIdb_Drug_Targets_2024	LAMIVUDINE	3.911763e-03	2.805557e-01	0	0	inf	inf	ABCC3;NT5C;ABCC4;ABCC1;PCYT2;MMP1;HLA-B;PGK1;CMPK1;DCK;NME1
DGIdb_Drug_Targets_2024	RG 1530	4.324558e-03	2.805557e-01	0	0	2.279739e+00	1.240964e+01	RET;GSK3B;CSF1R;GSK3A;PRKAA1;SRC;FLT4;STK3;RPS6KA3;PAK1;SLK;GRK5;IRAK1;PHKG2;MAPK1;FYN;JAK2;JAK3;PAK4;PDGFRB;ACVR1;LYN;PDGFRA;MAP4K2;NTRK2;MAP2K1;MAP2K2;SYK;PDPK1;TNK2;PRKCD;LIMK1;IRAK4;TYK2;MAPK14;PTK2;FER;CDK5;TAOK1;BTK;PKN2;FGFR3;FGFR2;FRK;FGFR1
DGIdb_Drug_Targets_2024	ENTRECTINIB	6.942990e-03	4.003791e-01	0	0	2.630819e+00	1.307523e+01	RET;CSF1R;PRKAA1;SRC;FLT4;IGF1R;STK3;RPS6KA3;TBK1;SLK;GRK5;FYN;JAK2;MAP4K5;JAK3;MAP4K4;LYN;MAP4K2;NTRK2;SYK;TNK2;PTK2;EML4;FER;AXL;TAOK1;BTK;PRKCQ;PKN2;FGFR3;FRK;FGFR1
DGIdb_Drug_Targets_2024	CENISERTIB	1.059898e-02	5.500871e-01	0	0	1.871734e+00	8.510772e+00	RET;FLT4;IGF1R;TBK1;PRKACA;JAK2;JAK3;PRKG1;PDGFRB;ACVR1;PDGFRA;MAP4K2;MAP2K1;MAP2K2;SYK;PDPK1;PRKCD;MINK1;IRAK4;TYK2;BTK;PRKCQ;PRKD2;CSNK1G1;CAMK2D;PRKAA1;ROCK1;ROCK2;SRC;STK3;PAK1;IRAK1;PTK2B;FYN;MAP4K5;MARK3;CAMK2G;MARK2;MAP4K4;PAK4;LYN;NTRK2;TNK2;LIMK1;CDC42BPA;FER;CDK5;RPS6KB1;AXL;TAOK1;PKN2;FGFR3;FRK;FGFR1
