term,fdr,Odds Ratio,Combined Score,Genes,description
CARFILZOMIB,4.600775e-07,32.2502,673.2553,PSMD10;PSMD12;PSMD11;PSMD14;PSMD13;PSMA7;PSMB10;PSMD8;PSMB6;PSMD9;PSMB7;PSMD6;PSMB4;PSMD7;PSMB5;PSMD4;PSMB2;PSMD5;PSMB3;PSMD2;PSMD3;PSMB1;PSMD1;PSMF1;ADRM1;PSMB8;PSMB9;PSMA5;PSMA6;PSMA3;PSMC5;PSMA4;PSMC6;PSMA1;PSMC3;PSMA2;PSMC4;PSMC1;PSME4;PSMC2;PSME1;PSME2,CARFILZOMIB
METFORMIN HYDROCHLORIDE,0.0001310947,6.751422,98.10206,NDUFB9;MT-ND4;NDUFA13;NDUFB8;MT-ND5;NDUFB7;NDUFA11;NDUFB10;NDUFB6;NDUFA12;NDUFB11;NDUFB4;NDUFA10;NDUFB3;NDUFB1;MT-ND2;MT-ND1;NDUFV3;NDUFV2;NDUFV1;NDUFA9;NDUFA8;NDUFA7;NDUFA6;NDUFA5;NDUFA4;NDUFA3;NDUFA2;NDUFA1;NDUFC2;PRKAB1;MTOR;NDUFS8;NDUFS7;NDUFS6;NDUFS5;GPD2;NDUFAF4;NDUFS4;NDUFAB1;NDUFS3;NDUFAF2;NDUFS2;NDUFS1,METFORMIN HYDROCHLORIDE
BORTEZOMIB,0.007248166,3.414993,34.53422,PSMD8;PSMD9;PSMD6;PSMD7;PSMD4;PSMD5;PSMD2;PSMD3;PSMD1;CAPN1;PRSS2;CTSB;F2;PSMA5;PSMA6;PSMA3;PSMA4;PSMA1;PSMA2;PSME4;PSME1;PSME2;PSMD10;PSMD12;PSMD11;PSMD14;PSMD13;PSMA7;PSMB10;PSMB6;PSMB7;PSMB4;PSMB5;PSMB2;PSMB3;PSMB1;PSMF1;HSPA4;ADRM1;PSMB8;NFKB1;PSMB9;PSMC5;PSMC6;PSMC3;PSMC4;PSMC1;PSMC2;FGFR3,BORTEZOMIB
DOVITINIB,0.1942909,2.612852,17.07822,RET;CSF1R;CAMK2D;PRKAA1;ROCK2;SRC;FLT4;STK3;RPS6KA3;SLK;IRAK1;PHKG2;FYN;JAK2;MAP4K5;MARK3;CAMK2G;MARK2;MAP4K4;ACVR1;PDGFRB;LYN;PDGFRA;MAP4K2;NTRK2;MAP2K1;MAP2K2;YES1;PDPK1;PRKCD;MINK1;LIMK1;HCK;AXL;BTK;PRKD2;PKN2;FGFR4;FGFR3;FGFR2;FGFR1,DOVITINIB
PF 562271,0.2143619,2.167998,13.07837,RET;GSK3B;GSK3A;FLT4;RPS6KA3;SLK;TBK1;PRKACA;JAK2;JAK3;PDGFRB;MAP4K2;MAP2K2;PDPK1;PRKCD;MINK1;IRAK4;HCK;BTK;PRKD2;PRKCQ;CSNK1G1;CAMK2D;PRKAA1;ROCK1;SRC;ROCK2;STK3;PAK1;IRAK1;GRK5;MAPK1;PTK2B;FYN;MAP4K5;MARK3;CAMK2G;MARK2;MAP4K4;LYN;NTRK2;YES1;TNK2;CDC42BPA;PTK2;CDK5;AXL;TAOK1;PKN2;FGFR3;FGFR1,PF 562271
ILORASERTIB,0.2143619,2.167998,13.07837,RET;FLT4;RPS6KA3;SLK;JAK2;PDGFRB;ACVR1;PDGFRA;MAP4K2;MAP2K1;PRKCI;MAP2K2;SYK;PDPK1;PRKCD;MINK1;IRAK4;FGR;HCK;BTK;PRKD2;CSNK1G1;CSF1R;PRKAA1;CAMK2D;ROCK1;SRC;ROCK2;STK3;PAK1;IRAK1;PTK2B;FYN;MARK3;CAMK2G;MARK2;MAP4K4;LYN;NTRK2;YES1;TNK2;LIMK1;MAPK14;PTK2;FER;AXL;TAOK1;PKN2;CAMK1;FGFR3;FGFR1,ILORASERTIB
SOTRASTAURIN,0.3969958,2.767205,14.56118,GSK3B;GSK3A;CAMK2D;PRKAA1;FLT4;STK3;RPS6KA3;SLK;GRK5;AKT2;AKT1;MAP4K5;MARK3;CAMK2G;PRKG1;MAP4K4;PDGFRB;MAP2K1;PRKCI;PDPK1;PRKCB;PRKCD;MINK1;PRKCA;FER;CDK5;TAOK1;PRKCQ;PKN2,SOTRASTAURIN
RG 1530,0.6458339,2.005179,9.171244,RET;GSK3B;CSF1R;GSK3A;PRKAA1;SRC;FLT4;STK3;RPS6KA3;PAK1;SLK;GRK5;IRAK1;PHKG2;MAPK1;FYN;JAK2;JAK3;PDGFRB;ACVR1;LYN;PDGFRA;MAP4K2;NTRK2;MAP2K1;MAP2K2;SYK;PDPK1;TNK2;PRKCD;LIMK1;IRAK4;MAPK14;PTK2;FER;CDK5;TAOK1;BTK;PKN2;FGFR3;FGFR2;FGFR1,RG 1530
WORTMANNIN,0.6458339,inf,inf,HSP90AA1;HSPA4;F2R;SPP1;AKT1;MYO9B;EIF2B1;PRKAB1,WORTMANNIN
ENTRECTINIB,0.7188384,2.289118,9.869918,RET;CSF1R;PRKAA1;SRC;FLT4;STK3;RPS6KA3;TBK1;SLK;GRK5;FYN;JAK2;MAP4K5;JAK3;MAP4K4;LYN;MAP4K2;NTRK2;SYK;TNK2;PTK2;EML4;FER;AXL;TAOK1;BTK;PRKCQ;PKN2;FGFR3;FGFR1,ENTRECTINIB
