Gene_set	Term	P-value	Adjusted P-value	Old P-value	Old adjusted P-value	Odds Ratio	Combined Score	Genes
Reactome_Pathways_2024	Extracellular Matrix Organization	1.472643e-29	2.703772e-26	0	0	5.499075e+00	3.650721e+02	APP;SPARC;COL12A1;SERPINE1;ITGA2B;ICAM2;LOXL3;TNC;ICAM3;PLOD3;F11R;LOXL1;LOXL2;COMP;EFEMP2;EFEMP1;CAPNS1;IBSP;CDH1;TNN;BSG;DAG1;CAPN2;TNR;CAPN1;PRSS2;CAST;ACTN1;P3H1;ADAM10;CASK;HSPG2;BCAN;ADAM17;ADAM15;LOX;ADAM9;PPIB;CD151;SDC4;HTRA1;LTBP4;PDGFA;FBLN1;LTBP2;LTBP3;NID1;FBLN2;LTBP1;NID2;FBLN5;VTN;NCSTN;SERPINH1;ELANE;CRTAP;TGFB2;TGFB1;VCAM1;FN1;BMP4;BMP1;COL5A1;P4HA1;P4HA2;COL5A3;COL5A2;SDC1;FBN1;ITGB1;COL18A1;BMP10;ITGAM;ITGB5;COL14A1;LAMC3;NCAN;ITGB3;ITGB2;LAMC2;ITGAE;LAMC1;ITGAL;CTSS;HAPLN1;ADAMTS5;MMP25;ADAMTS2;ADAMTS1;EMILIN2;CTSG;EMILIN1;ITGAV;MADCAM1;ADAMTS8;CTSB;FGB;FGA;MMP7;VWF;MMP1;ITGA2;FGG;MMP3;BGN;MMP9;ASPN;DCN;MMP14;VCAN;COL6A2;COL6A1;PECAM1;MMP19;COL6A3;ITGA7;COL6A6;ITGA6;CD47;ITGA5;CD44;DDR2;ITGA9;PLEC;LAMA5;COL15A1;TNXB;LAMA2;PCOLCE2;LAMA1;LAMA4;NRXN1;LAMA3;LRP4;FURIN;THBS1;ACAN;TTR;SPP1;NCAM1;LAMB2;LUM;LAMB1;MFAP5;MFAP4;COL3A1;MFAP2;TLL2;TLL1;P4HB;AGRN;FMOD
Reactome_Pathways_2024	Regulation of Expression of SLITs and ROBOs	4.038322e-22	3.707180e-19	0	0	7.031470e+00	3.463775e+02	RPL4;RPL5;RPL30;RPL3;RPL31;RPL34;RPLP1;RPLP0;RPL10A;RPL8;RPL6;RPL7;PSMD8;RPS4X;RPS14;RPL7A;PSMD6;PSMD7;RPS16;RPL18A;RPS19;RPS18;PSMD2;PSMD3;DAG1;RPL36;PSMD1;RPLP2;RPL38;ELOB;ELOC;RPS11;RPS10;RPS13;RPS9;RPS7;RPS8;RPL23;RPS5;RPL22;RPS6;RPSA;RPS3A;PSMA5;PSMA6;PSMA3;PSMA4;PSMA1;PSMA2;RPL24;RPL27;ETF1;PABPC1;RPL29;RPL28;PSMD12;PSMD11;PSMD14;RBM8A;PSMD13;RPL12;RPL11;GSPT1;PSMA7;PSMB6;PSMB7;PSMB4;PSMB5;RPS15A;PSMB2;PSMB3;PSMB1;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;RPL17;RPL19;ADRM1;RPL23A;RPS25;PSMC5;RPS27;PSMC6;PSMC3;PSMC4;RPL27A;PSMC1;PSMC2;RPS20;RPS21;EIF4G1;RPS23
Reactome_Pathways_2024	GTP Hydrolysis and Joining of the 60S Ribosomal Subunit	7.002254e-22	4.285379e-19	0	0	9.980242e+00	4.861440e+02	EIF4A2;RPL4;EIF4A1;RPL5;RPL30;RPL3;RPL31;RPL34;RPLP1;RPLP0;RPL10A;RPL8;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS16;RPL18A;RPS19;RPS18;RPL36;RPLP2;RPL38;RPS11;RPS10;RPS13;EIF5B;RPS9;RPS7;EIF1AX;RPS8;RPL23;RPS5;RPL22;RPS6;RPSA;RPS3A;RPL24;RPL27;RPL29;RPL28;RPL12;RPL11;RPS15A;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;EIF4E;RPL17;EIF4B;RPL19;RPL23A;EIF2S2;EIF2S1;RPS25;EIF3M;EIF2S3;EIF5;RPS27;EIF3K;EIF3L;RPL27A;EIF3I;EIF3J;EIF3G;EIF3H;RPS20;EIF3E;EIF3F;RPS21;EIF3D;EIF3A;EIF4G1;RPS23;EIF3B
Reactome_Pathways_2024	L13a-mediated Translational Silencing of Ceruloplasmin Expression	1.648778e-21	7.567891e-19	0	0	9.849782e+00	4.713539e+02	EIF4A2;RPL4;EIF4A1;RPL5;RPL30;RPL3;RPL31;RPL34;RPLP1;RPLP0;RPL10A;RPL8;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS16;RPL18A;RPS19;RPS18;RPL36;RPLP2;RPL38;RPS11;RPS10;RPS13;RPS9;RPS7;EIF1AX;RPS8;RPL23;RPS5;RPL22;RPS6;RPSA;RPS3A;RPL24;RPL27;PABPC1;RPL29;RPL28;RPL12;RPL11;RPS15A;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;EIF4E;RPL17;EIF4B;RPL19;RPL23A;EIF2S2;EIF2S1;RPS25;EIF3M;EIF2S3;RPS27;EIF3K;EIF3L;RPL27A;EIF3I;EIF3J;EIF3G;EIF3H;RPS20;EIF3E;EIF3F;RPS21;EIF3D;EIF3A;EIF4G1;RPS23;EIF3B
Reactome_Pathways_2024	Cap-dependent Translation Initiation	1.166930e-20	3.570805e-18	0	0	8.059682e+00	3.699179e+02	EIF4A2;RPL4;EIF4A1;RPL5;RPL30;RPL3;RPL31;RPL34;RPLP1;RPLP0;RPL10A;RPL8;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS16;RPL18A;RPS19;RPS18;RPL36;RPLP2;RPL38;RPS11;RPS10;RPS13;EIF5B;RPS9;RPS7;EIF1AX;RPS8;RPL23;RPS5;RPL22;RPS6;RPSA;RPS3A;RPL24;RPL27;PABPC1;RPL29;RPL28;RPL12;RPL11;RPS15A;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;EIF4E;RPL17;EIF4B;RPL19;EIF2B5;EIF2B3;RPL23A;EIF2S2;EIF2S1;RPS25;EIF3M;EIF2S3;EIF5;RPS27;EIF3K;EIF3L;RPL27A;EIF3I;EIF3J;EIF3G;EIF3H;RPS20;EIF3E;EIF3F;RPS21;EIF3D;EIF3A;EIF4G1;RPS23;EIF3B
Reactome_Pathways_2024	Eukaryotic Translation Initiation	1.166930e-20	3.570805e-18	0	0	8.059682e+00	3.699179e+02	EIF4A2;RPL4;EIF4A1;RPL5;RPL30;RPL3;RPL31;RPL34;RPLP1;RPLP0;RPL10A;RPL8;RPL6;RPL7;RPS4X;RPS14;RPL7A;RPS16;RPL18A;RPS19;RPS18;RPL36;RPLP2;RPL38;RPS11;RPS10;RPS13;EIF5B;RPS9;RPS7;EIF1AX;RPS8;RPL23;RPS5;RPL22;RPS6;RPSA;RPS3A;RPL24;RPL27;PABPC1;RPL29;RPL28;RPL12;RPL11;RPS15A;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;EIF4E;RPL17;EIF4B;RPL19;EIF2B5;EIF2B3;RPL23A;EIF2S2;EIF2S1;RPS25;EIF3M;EIF2S3;EIF5;RPS27;EIF3K;EIF3L;RPL27A;EIF3I;EIF3J;EIF3G;EIF3H;RPS20;EIF3E;EIF3F;RPS21;EIF3D;EIF3A;EIF4G1;RPS23;EIF3B
Reactome_Pathways_2024	Developmental Biology	1.384577e-20	3.631546e-18	0	0	2.355365e+00	1.077021e+02	EIF4A2;RPL4;EIF4A1;RPL5;RPL30;SMARCB1;RPL3;RPL31;RPL34;HNRNPU;RPL8;RPL6;RPL7;PSMD8;RPS14;PSMD6;PSMD7;ALCAM;RPS16;CAPNS1;RPL18A;RPS19;RPS18;DPYSL2;PSMD2;PSMD3;RPL36;DAG1;DPF2;PSMD1;RPL38;PTGDS;RPS11;RPS10;RPS13;ATP6V1G1;SMARCC1;SMARCC2;RPL23;RPL22;UNC5C;ANK1;SHTN1;MYL6;RPL24;RPL27;RPL29;PFN1;TLN1;RPL28;PFN2;PCDH19;GSPT1;NCSTN;PRKAR2A;ST8SIA4;SPTBN1;ATP6V0A1;LYN;VASP;ST14;JAG1;L1CAM;PTK2;SMARCA4;RPS25;RPS27;EPRS1;RPL27A;GRB2;RPS20;RPS21;RPS23;NRP1;NRP2;NCAN;RPLP1;ARPC1B;RPLP0;CLTC;CLTB;CLTA;AP2A1;WASL;VLDLR;PCSK6;LFNG;PPP3CB;HINT1;XPO1;QARS1;CHL1;RPLP2;TNKS1BP1;ELOB;CD36;ELOC;SPTAN1;CAP1;ACTL6A;RHOA;PSMA5;PSMA6;PSMA3;PSMA4;PSMA1;PSMA2;PABPC1;ANGPTL4;PLIN1;ATP6V0C;IVL;ASAH1;KARS1;RPL12;RPL11;PSMA7;RELA;PSMB6;PSMB7;PSMB4;PAK1;PSMB5;RELN;RPS15A;PSMB2;PSMB3;GPC1;PSMB1;AP2S1;RPL14;RPS3;CTNNA1;RPL13;RPL15;RPS2;RPL18;PAK2;RPL17;PAIP1;RPL19;STAT3;AP2B1;TUBB4B;TUBB4A;COL3A1;PSMC5;KITLG;PSMC6;KRT18;PSMC3;PSMC4;PSMC1;PSMC2;CTNNB1;AGRN;ITGA2B;IRS2;RPL10A;TUBB6;CDH2;CDH1;CFL1;TUBB1;NRCAM;CAPN1;KPNA2;IL6R;RPS9;RARS1;RPS7;RPS8;RPS5;SEMA6D;RPS6;ADAM10;RPSA;NPNT;TUBA4B;TUBA4A;TBL1XR1;DSC2;ATP6V1A;PMEL;PSMD12;PSMD11;NOTCH1;PSMD14;RBM8A;PSMD13;LPL;SPTA1;SDCBP;ADGRG6;MYH14;SRGAP2;PRNP;HSPA8;TGFB1;MSN;ARPC4;ARPC5;NFKB1;DRAP1;BMP4;DIAPH1;DLG1;PTPRC;ARPC2;COL5A1;ARPC3;PTPRA;COL5A3;COL5A2;CNOT3;PLXNB1;EIF4G1;TUBA8;FGFR1;ITGB1;HSP90AB1;ITGB3;DPY30;CHD4;TREM2;LAMC1;RPS4X;RPL7A;WDR5;ITGAV;NEO1;DIS3L2;ACTR3;ACTR2;HSP90AA1;ITGA2;ATP6AP2;MARS1;RPS3A;ARID1A;SPTB;MMP9;ARID1B;DARS1;DNM2;THRAP3;COL6A2;COL6A1;ATP6V1B2;DSG1;COL6A3;MYH9;DSG2;ETF1;COL6A6;ITGA5;CDH15;ITGA9;HDAC2;SMARCD2;ROCK1;LAMA2;TUBAL3;ROCK2;SRC;LAMA1;FURIN;CDC42;RBBP4;RBBP5;POLR2D;MAPK1;POLR2G;NCAM1;IARS1;POLR2H;RBBP7;EIF4E;EIF4B;PDLIM7;SMARCE1;SPAG9;EGF;ADRM1;RPL23A;LAMB1;DEK;MAPK14;NELL2
Reactome_Pathways_2024	Signaling by ROBO Receptors	2.138819e-19	4.908591e-17	0	0	4.662016e+00	2.004148e+02	RPL4;RPL5;RPL30;RPL3;RPL31;RPL34;RPL8;RPL10A;RPL6;RPL7;PSMD8;RPS14;PSMD6;PSMD7;RPS16;RPL18A;RPS19;RPS18;PSMD2;PSMD3;DAG1;RPL36;PSMD1;RPL38;RPS11;RPS10;RPS13;RPS9;RPS7;RPS8;RPL23;RPS5;RPL22;RPS6;RPSA;RPL24;RPL27;PFN1;RPL29;RPL28;PFN2;PSMD12;PSMD11;PSMD14;RBM8A;PSMD13;GSPT1;PRKAR2A;SRGAP2;VASP;RPS25;RPS27;RPL27A;RPS20;RPS21;RPS23;EIF4G1;NRP1;RPLP1;RPLP0;RPS4X;RPL7A;PPP3CB;RPLP2;ELOB;ELOC;CAP1;RPS3A;RHOA;PSMA5;PSMA6;PSMA3;PSMA4;PSMA1;PSMA2;ETF1;PABPC1;SRC;RPL12;RPL11;PSMA7;PSMB6;CDC42;PSMB7;PAK1;PSMB4;PSMB5;RPS15A;PSMB2;PSMB3;GPC1;PSMB1;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;PAK2;RPL17;RPL19;ADRM1;RPL23A;NELL2;PSMC5;PSMC6;PSMC3;PSMC4;PSMC1;PSMC2
Reactome_Pathways_2024	Nervous System Development	2.691417e-19	5.490491e-17	0	0	2.739515e+00	1.171391e+02	RPL4;RPL5;RPL30;RPL3;RPL31;RPL34;RPL8;RPL6;RPL7;PSMD8;RPS14;PSMD6;ALCAM;PSMD7;RPS16;RPL18A;RPS19;RPS18;DPYSL2;PSMD2;PSMD3;RPL36;DAG1;PSMD1;RPL38;RPS11;RPS10;RPS13;RPL23;RPL22;UNC5C;ANK1;SHTN1;MYL6;RPL24;RPL27;RPL29;PFN1;TLN1;RPL28;PFN2;GSPT1;NCSTN;PRKAR2A;ST8SIA4;SPTBN1;LYN;VASP;L1CAM;PTK2;SMARCA4;RPS25;RPS27;RPL27A;GRB2;RPS20;RPS21;RPS23;NRP1;NRP2;ARPC1B;NCAN;RPLP1;CLTC;RPLP0;CLTB;CLTA;AP2A1;VLDLR;WASL;PPP3CB;CHL1;RPLP2;ELOB;ELOC;SPTAN1;CAP1;RHOA;PSMA5;PSMA6;PSMA3;PSMA4;PSMA1;PSMA2;PABPC1;RPL12;RPL11;PSMA7;PSMB6;PSMB7;PSMB4;PAK1;PSMB5;RPS15A;RELN;PSMB2;PSMB3;GPC1;PSMB1;AP2S1;RPL14;RPS3;RPL13;RPL15;RPS2;RPL18;RPL17;PAK2;RPL19;AP2B1;TUBB4B;TUBB4A;COL3A1;PSMC5;PSMC6;PSMC3;PSMC4;PSMC1;PSMC2;AGRN;ITGA2B;IRS2;RPL10A;TUBB6;CFL1;TUBB1;NRCAM;RPS9;RPS7;RPS8;RPS5;SEMA6D;RPS6;ADAM10;RPSA;TUBA4B;TUBA4A;PSMD12;PSMD11;PSMD14;RBM8A;PSMD13;SPTA1;SDCBP;ADGRG6;MYH14;SRGAP2;HSPA8;PRNP;MSN;ARPC4;ARPC5;DLG1;PTPRC;ARPC2;COL5A1;ARPC3;PTPRA;COL5A3;COL5A2;PLXNB1;EIF4G1;TUBA8;FGFR1;ITGB1;HSP90AB1;ITGB3;TREM2;LAMC1;RPS4X;RPL7A;ITGAV;NEO1;ACTR3;ACTR2;HSP90AA1;ITGA2;RPS3A;SPTB;MMP9;DNM2;COL6A2;COL6A1;COL6A3;MYH9;ETF1;COL6A6;ITGA5;ITGA9;HDAC2;ROCK1;LAMA2;TUBAL3;ROCK2;SRC;LAMA1;CDC42;MAPK1;NCAM1;PDLIM7;ADRM1;RPL23A;LAMB1;NELL2
Reactome_Pathways_2024	Metabolism of Proteins	3.080580e-19	5.655945e-17	0	0	1.770990e+00	7.548666e+01	RPL4;MDC1;RPL5;RPL30;RPL3;WIPF1;RPL31;RPL34;DCAF8;RPL8;RPL6;RPL7;PSMD8;PSMD9;PCMT1;PSMD6;PSMD7;TFG;PSMD4;PSMD5;PSMD2;PSMD3;RPL36;PSMD1;RPL38;CHGB;NUP214;RPL23;RPL22;HSPG2;ACE2;CLPP;FDX1;PSME1;PSME2;SPARCL1;RPL24;MT-CO2;RPL27;UQCRC2;RPL29;RPL28;GPLD1;RPN2;SHMT2;PRKDC;MRPL19;RPN1;COPS7B;COPS7A;MRPL12;MRPL11;NCSTN;ADAMTS13;RAD21;CHST10;SSR1;ST3GAL6;PSMF1;ST3GAL1;FN1;CP;CS;HNRNPK;EIF5;B4GAT1;H2AC21;HRC;HNRNPC;FARSA;FARSB;ACHE;ARF4;RPLP1;SERPINA10;RPLP0;PRSS23;ADAMTSL4;ADAMTSL3;ADAMTSL2;RPLP2;ELOB;ELOC;SSR4;ACTL6A;FN3KRP;F2;COPZ1;SRP9;SUMF2;F5;DDB1;PSMA5;F7;PSMA6;F8;PSMA3;F9;PSMA4;BDH1;PSMA1;PSMA2;TCP1;GAS6;ARF5;APCS;FH;KARS1;GPS1;RPL12;USO1;RPL11;DLST;FSTL1;PSMA7;FSTL3;PSMB6;PSMB7;LMAN1;PSMB4;RPS15A;PSMB5;PSMB2;PSMB3;PSMB1;SPP1;LEO1;RPL14;RPS3;SPP2;RPL13;RPL15;RPS2;RPL18;YKT6;RPL17;RPL19;F10;SERPIND1;GOLM1;MDH2;STAT3;TUBB4B;TUBB4A;PSMB8;ARCN1;PSMB9;KTN1;PSMC5;PSMC6;PSMC3;PSMC4;PSMC1;PSMC2;NUCB1;NOTUM;CSF1;PROS1;TNC;APEH;RPL10A;TUBB6;CDH2;RUVBL1;TUBB1;NUDT14;RAB2A;IGFBP1;USP7;RPS9;RARS1;USP5;IGFBP5;RPS7;EIF1AX;IGFBP4;RPS8;RPS5;RPS6;RPSA;TUBA4B;TUBA4A;TPST2;RAB32;TPST1;RAB35;FKBP9;IGFALS;SQSTM1;RAB5B;RAB5C;ARL2;KNG1;HSP90B1;ACAT1;ATXN3;TPR;NAE1;RAB6A;RAB6B;EIF2B5;FN3K;EIF2B3;RAB4A;RAB4B;SEC16A;TMEM132A;EEF2;COPS4;COPS3;COPS6;COPS5;UQCRQ;COPS2;CPE;ACO2;COPS8;RAB5A;EIF4G1;TUBA8;CPM;PSCA;COX4I1;ARRB1;ETFB;ADAMTS5;PPP6C;RPL7A;ADAMTS2;FCGR3B;CAPZB;OPA1;PPP6R1;ADAMTS1;PPP6R3;PGM3;WDR5;ME2;ADAMTS8;EIF5A;EIF5B;RAD23A;RTN4RL2;RABGGTB;SMC1A;RANGAP1;RABGGTA;SPTB;APOA5;RAD23B;ARFGAP1;DDOST;DNAJC3;ASPH;PCCB;ETF1;TOP1;SEC22B;RAB1A;HDAC2;ITIH2;RAB1B;FURIN;THSD1;HSD17B10;RAB21;GANAB;TTR;U2AF2;RBBP5;IARS1;RBBP7;EIF4E;UGGT1;EIF4B;NOP56;NOP58;ADRM1;RPL23A;SORL1;RAB10;EIF3M;TSPAN14;EIF3K;RAB14;EIF3L;EIF3I;EIF3J;RAB13;MGAT4B;EIF3G;DRG1;RAB18;EIF3H;EIF3E;EIF3F;P4HB;EIF3D;SEC24C;EIF3A;EIF3B;EIF4A2;EIF4A1;SPON2;APP;SPON1;CMAS;UBE2L3;NFU1;GOLGA2;C4A;RPS14;LGALS1;RPS16;TRIM28;RPL18A;RPS19;RPS18;ANPEP;FBXO4;DAG1;TRIM25;RPS11;FBXO7;RPS10;RPS13;SKP1;ST6GAL2;MUCL1;ECH1;HLA-B;YOD1;HLA-A;ANK1;PPA2;PPA1;CD109;VDAC3;SUCLG2;TFAM;VDAC2;VDAC1;TTLL12;AARS1;KLK1;UMOD;BRCC3;GSPT1;SNX3;TGOLN2;STC2;NEU1;ST8SIA4;MLEC;ST8SIA5;TP53BP1;SPTBN1;SEC31A;CTSA;HARS1;ST8SIA3;RAB27B;IGF1;GNG12;ACADSB;GNG11;CCT6A;RPS25;RPS27;EPRS1;VNN2;RPL27A;CALU;PAF1;RPS20;CALR;ALDH18A1;RPS21;ITM2B;RPS23;TOP2B;PCSK1;UBXN1;MIA2;PCSK9;MIA3;BABAM1;ACTR1A;QARS1;MUC13;TMED2;CTSH;CTSG;SEC61B;DLAT;NANS;SPTAN1;RAB8A;CTSC;RAB8B;CCT3;CCT2;TMED9;SEC13;MRPS27;MME;UCHL3;RHOA;UCHL5;B3GNT8;CANX;B3GNT3;VWA1;B3GNT2;FAM20C;PABPC1;FAM20A;MFGE8;RAB7A;NAPA;DYNC1I2;PCNA;SATB2;COX5B;FUOM;COX5A;NAPG;RELA;ATP5F1A;ATP5F1B;OS9;MGAT5;MGAT3;MGAT1;MGAT2;CCT8;CCT7;CCT5;CD55;CCT4;DYNC1H1;NPM1;ATP5PD;LSAMP;RPA1;GCG;ATP5F1C;PEX14;RAB11B;GARS1;CAPZA1;NDUFAB1;CAPZA2;ATP5PO;CTNNB1;COPG2;GHRL;COPG1;GALNT12;GALNT15;SRP14;UBE2Z;YARS1;GALNT10;EEF1B2;DMBT1;NARS1;KIF5B;NSF;PDIA3;APLP2;ADAM10;PDIA6;TUFM;HGS;EEF1A2;SCG3;SCG2;PSMD10;COPB2;DDX5;COPA;PSMD12;VCP;PSMD11;TMED10;PSMD14;PSMD13;COPB1;NTM;SEL1L;PROZ;LTBP1;DPP3;SPTA1;MAN2A2;MAN2A1;ATP5MG;VARS1;HSPA9;HSPA8;UBE2H;PDHA1;UBE2I;TGFB1;IDH2;TBCB;UBE2A;INHBA;EIF2S2;EIF2S1;INHBC;INHBE;BMP4;MAVS;EIF2S3;PROC;GNAQ;GNB2;GNB4;UBA3;STT3A;UBA2;SRPRB;UBA1;TGFBI;MUC20;UBE2K;COPE;FBN1;B4GALT1;PRKCSH;LAMC1;HK1;RPS4X;GMPPB;GMPPA;GFUS;FGA;USP47;MMP1;ATP6AP2;FGG;MARS1;RPS3A;SAFB;POMGNT1;DARS1;CKAP4;EEF1G;RCN1;VCAN;VGF;EEF1D;ADGRF5;PFDN2;MVD;NDUFS1;MAN1B1;PFDN4;PFDN5;PFDN6;OTUB1;PAPPA2;USP14;DCTN2;TUBAL3;DCTN1;USP10;DCTN4;DCTN3;THBS2;THBS1;PSMB10;HSPD1;MUC1;CAND1;GNG2;GNG5;GMDS;NUP43;MUC6;SNCA;RWDD1;GALNT2;LAMB2;GALNT1;LAMB1;WARS1;GLB1;SSBP1
